,24hr,7d,link,logo,marketcap,name,price,symbol,time
16777, 0.40%, 0.58%,/currencies/usdk,,28405817,USDK,0.993208,USDK,20201031013047page3
16778, 0.07%, 0.22%,/currencies/1irstcoin,,31084088,1irstcoin,0.888946,FST,20201031013047page3
16779, 2.32%, 4.03%,/currencies/titanswap,,27809668,TitanSwap,0.52074,TITAN,20201031013047page3
16780, 1.81%, 0.70%,/currencies/bitmax-token,,27811146,BitMax Token,0.042099,BTMX,20201031013047page3
16781, 7.96%, 10.43%,/currencies/stem-cell-coin,,27540590,STEM CELL COIN,0.085888,SCC,20201031013047page3
16782, 0.05%, 3.25%,/currencies/chimpion,,24702722,Chimpion,0.778593,BNANA,20201031013047page3
16783, 3.34%, 2.40%,/currencies/c20,,26014129,CRYPTO20,0.643871,C20,20201031013047page3
16784, 0.22%, 9.52%,/currencies/bytecoin-bcn,,24941487,Bytecoin,0.000136,BCN,20201031013047page3
16785, 8.49%, 19.09%,/currencies/idex,,24511826,IDEX,0.04573,IDEX,20201031013047page3
16786, 0.71%, 3.36%,/currencies/nectar,,24207622,Nectar,0.153682,NEC,20201031013047page3
16787, 0.75%, 7.20%,/currencies/extstock-token,,24149190,ExtStock Token,0.040142,XT,20201031013047page3
16788, 1.83%, 3.53%,/currencies/bhex-token,,24167120,BHEX Token,0.123529,BHT,20201031013047page3
16789, 8.60%, 31.72%,/currencies/flamingo,,23669203,Flamingo,0.157795,FLM,20201031013047page3
16790, 0.85%, 0.80%,/currencies/contracoin,,23596112,CONTRACOIN,0.89902,CTCN,20201031013047page3
16791, 2.75%, 5.92%,/currencies/the-transfer-token,,23634478,The Transfer Token,0.894507,TTT,20201031013047page3
16792, 3.10%, 13.97%,/currencies/fabrk,,23562882,FABRK,0.004915,FAB,20201031013047page3
16793, 10.78%, 29.20%,/currencies/nervenetwork,,23473260,NerveNetwork,0.093362,NVT,20201031013047page3
16794, 0.15%, 14.00%,/currencies/troy,,23510897,TROY,0.002562,TROY,20201031013047page3
16795, 0.75%, 7.06%,/currencies/cryptoindex-com-100,,23163141,Cryptoindex.com 100,0.371148,CIX100,20201031013047page3
16796, 1.48%, 31.92%,/currencies/polymath-network,,23111745,Polymath,0.0432,POLY,20201031013047page3
16797, 0.12%, 19.22%,/currencies/dynamic-trading-rights,,23087340,Dynamic Trading Rights,0.014225,DTR,20201031013047page3
16798, 1.85%, 5.63%,/currencies/agavecoin,,23075225,AgaveCoin,0.059073,AGVC,20201031013047page3
16799, 5.34%, 18.97%,/currencies/kardiachain,,23020457,KardiaChain,0.013155,KAI,20201031013047page3
16800, 8.19%, 1.99%,/currencies/native-utility-token,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/4033.png""/>",22915550,Native Utility Token,23.32,NUT,20201031013102page4
16801, 10.00%, 58.20%,/currencies/harvest-finance,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/6859.png""/>",22867781,Harvest Finance,90.54,FARM,20201031013102page4
16802, 0.37%, 3.35%,/currencies/bonorum,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5320.png""/>",22684543,Bonorum,36.29,BONO,20201031013102page4
16803, 0.03%, 0.22%,/currencies/susd,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/2927.png""/>",22558520,sUSD,1,SUSD,20201031013102page4
16804, 0.09%, 1.76%,/currencies/thorenext,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/3916.png""/>",22509712,ThoreNext,0.469438,THX,20201031013102page4
16805, 2.95%, 1.71%,/currencies/switcheo,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/2620.png""/>",22352475,Switcheo,0.021042,SWTH,20201031013102page4
16806, 0.38%, 0.24%,/currencies/massnet,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5548.png""/>",21907641,Massnet,0.253122,MASS,20201031013102page4
16807, 0.17%, 10.43%,/currencies/the-sandbox,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/6210.png""/>",21726318,The Sandbox,0.035799,SAND,20201031013102page4
16808, 2.66%, 15.28%,/currencies/dad,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/4862.png""/>",21565631,DAD,0.160218,DAD,20201031013102page4
16809, 4.16%, 14.76%,/currencies/wom-protocol,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5328.png""/>",21527407,WOM Protocol,0.214828,WOM,20201031013102page4
16810, 5.17%, 9.44%,/currencies/darcio-ecosystem-coin,,21451031,Darico Ecosystem Coin,0.340458,DEC,20201031013102page4
16811, 2.12%, 10.91%,/currencies/loki,,21353822,Loki,0.417609,LOKI,20201031013102page4
16812, 2.45%, 12.94%,/currencies/adx-net,,21094303,AdEx Network,0.206755,ADX,20201031013102page4
16813, 2.04%, 6.59%,/currencies/zynecoin,,21076261,Zynecoin,0.952002,ZYN,20201031013102page4
16814, 2.93%, 5.04%,/currencies/hashgard,,20835032,Hashgard,0.00021,GARD,20201031013102page4
16815, 3.42%, 11.33%,/currencies/funfair,,20623421,FunFair,0.003149,FUN,20201031013102page4
16816, 14.04%, 22.25%,/currencies/kcash,,20596511,Kcash,0.046232,KCASH,20201031013102page4
16817, 3.20%, 3.33%,/currencies/prizm,,20565776,PRIZM,0.009068,PZM,20201031013102page4
16818, 0.16%, 30.79%,/currencies/conun,,20465944,CONUN,0.007066,CON,20201031013102page4
16819, 5.62%, 11.32%,/currencies/everipedia,,20275548,Everipedia,0.002128,IQ,20201031013102page4
16820, 2.66%, 15.64%,/currencies/nuls,,20267243,NULS,0.203837,NULS,20201031013102page4
16821, 2.63%, 8.82%,/currencies/bigone-token,,20264859,BigONE Token,0.002145,ONE,20201031013102page4
16822, 3.26%, 2.64%,/currencies/yflink,,19984956,YF Link,398.78,YFL,20201031013102page4
16823, 2.69%, 7.53%,/currencies/nash-exchange,,19887228,Nash Exchange,0.848338,NEX,20201031013102page4
16824, 12.90%, 18.70%,/currencies/akropolis,,19949448,Akropolis ,0.009995,AKRO,20201031013102page4
16825, 6.81%, 0.00%,/currencies/certik,,19845729,CertiK,0.897997,CTK,20201031013102page4
16826, 2.65%, 10.27%,/currencies/crpt,,19583306,Crypterium,0.220135,CRPT,20201031013102page4
16827, 0.18%, 9.73%,/currencies/veruscoin,,19497007,VerusCoin,0.334772,VRSC,20201031013102page4
16828, 0.93%, 12.48%,/currencies/cortex,,19367678,Cortex,0.07749,CTXC,20201031013102page4
16829, 1.80%, 8.97%,/currencies/huobi-pool-token,,19351282,Huobi Pool Token,0.003714,HPT,20201031013102page4
16830, 0.05%, 19.10%,/currencies/fnb-protocol,,19240751,FNB Protocol,0.008105,FNB,20201031013102page4
16831, 38.79%, 40.80%,/currencies/btu-protocol,,19179184,BTU Protocol,0.213068,BTU,20201031013102page4
16832, 5.40%, 12.87%,/currencies/wazirx,,18959192,WazirX,0.081085,WRX,20201031013102page4
16833, 0.70%, 14.96%,/currencies/bloomzed-token,,18915484,Bloomzed Loyalty Club Ticket,0.497776,BLCT,20201031013102page4
16834, 8.16%, 14.54%,/currencies/request,,18594828,Request,0.018595,REQ,20201031013102page4
16835, 0.21%, 0.74%,/currencies/elitium,,18508307,Elitium,1.11,EUM,20201031013102page4
16836, 4.23%, 13.41%,/currencies/ripio-credit-network,,18415060,Ripio Credit Network,0.036221,RCN,20201031013102page4
16837, 8.69%, 8.42%,/currencies/obyte,,18425481,Obyte,24.45,GBYTE,20201031013102page4
16838, 3.85%, 12.50%,/currencies/orion-protocol,,18400668,Orion Protocol,1.47,ORN,20201031013102page4
16839, 2.90%, 16.78%,/currencies/origin-protocol,,18458071,Origin Protocol,0.141548,OGN,20201031013102page4
16840, 3.68%, 11.73%,/currencies/bora,,18337359,BORA,0.023434,BORA,20201031013102page4
16841, 5.94%, 14.19%,/currencies/metal,,18267449,Metal,0.278515,MTL,20201031013102page4
16842, 5.98%, 5.87%,/currencies/cindicator,,18119872,Cindicator,0.00906,CND,20201031013102page4
16843, 8.23%, 14.37%,/currencies/noia-network,,18097976,NOIA Network,0.056311,NOIA,20201031013102page4
16844, 4.44%, 12.40%,/currencies/mainframe,,18164970,Mainframe,0.001816,MFT,20201031013102page4
16845, 0.73%, 18.17%,/currencies/chainx,,17908245,ChainX,2.43,PCX,20201031013102page4
16846, 1.39%, 21.39%,/currencies/waltonchain,,17929388,Waltonchain,0.257398,WTC,20201031013102page4
16847, 0.27%, 5.37%,/currencies/erc20,,17812985,ERC20,0.015812,ERC20,20201031013102page4
16848, 8.68%, 10.47%,/currencies/airswap,,17724626,AirSwap,0.118164,AST,20201031013102page4
16849, 0.53%, 34.66%,/currencies/pancakeswap,,17616195,PancakeSwap,0.40982,CAKE,20201031013102page4
16850, 1.04%, 6.88%,/currencies/beam,,17486484,Beam,0.2372,BEAM,20201031013102page4
16851, 0.93%, 9.66%,/currencies/quantstamp,,17496097,Quantstamp,0.024511,QSP,20201031013102page4
16852, 5.18%, 21.80%,/currencies/secret,,17339324,Secret,0.307458,SCRT,20201031013102page4
16853, 4.09%, 18.50%,/currencies/pivx,,17133089,PIVX,0.301739,PIVX,20201031013102page4
16854, 0.56%, 0.06%,/currencies/vidt-datalink,,17120252,VIDT Datalink,0.346365,VIDT,20201031013102page4
16855, 0.66%, 16.73%,/currencies/civic,,17062558,Civic,0.025467,CVC,20201031013102page4
16856, 13.80%, 12.82%,/currencies/global-digital-content,,17119301,Global Digital Content,0.005334,GDC,20201031013102page4
16857, 18.32%, 14.62%,/currencies/buggyra-coin-zero,,17032538,Buggyra Coin Zero,0.008471,BCZERO,20201031013102page4
16858, 1.86%, 15.95%,/currencies/xensor,,17056033,Xensor,0.003677,XSR,20201031013102page4
16859, 0.54%, 0.17%,/currencies/cryptobucks,,16996736,CRYPTOBUCKS,0.004323,CBUCKS,20201031013102page4
16860, 0.23%, 16.22%,/currencies/beowulf,,16991909,Beowulf,0.016992,BWF,20201031013102page4
16861, 0.24%, 0.64%,/currencies/gemini-dollar,,16886079,Gemini Dollar,1,GUSD,20201031013102page4
16862, 2.98%, 21.68%,/currencies/trustswap,,16884948,TrustSwap,0.183284,SWAP,20201031013102page4
16863, 0.17%, 51.81%,/currencies/justliquidity,,16738406,JustLiquidity,39.59,JUL,20201031013102page4
16864, 3.33%, 19.31%,/currencies/loom-network,,16434694,Loom Network,0.016934,LOOM,20201031013102page4
16865, 0.91%, 10.18%,/currencies/vethor-token,,16459550,VeThor Token,0.000565,VTHO,20201031013102page4
16866, 0.75%, 8.62%,/currencies/newscrypto,,16362521,Newscrypto,0.171815,NWC,20201031013102page4
16867, 2.81%, 10.11%,/currencies/dent,,16378425,Dent,0.000193,DENT,20201031013102page4
16868, 44.11%, 9.04%,/currencies/deviantcoin,,14947779,DeviantCoin,0.494879,DEV,20201031013102page4
16869, 4.29%, 10.10%,/currencies/coti,,16246613,COTI,0.028602,COTI,20201031013102page4
16870, 0.60%, 1.85%,/currencies/salus,,16207281,SaluS,16.01,SLS,20201031013102page4
16871, 0.52%, 2.38%,/currencies/ignis,,16212848,Ignis,0.021301,IGNIS,20201031013102page4
16872, 8.92%, 30.72%,/currencies/trust-wallet-token,,16158670,Trust Wallet Token,0.064396,TWT,20201031013102page4
16873, 9.27%, 0.70%,/currencies/bzx-protocol,,16112850,bZx Protocol,0.114592,BZRX,20201031013102page4
16874, 96.04%, 1.25%,/currencies/suku,,15966470,SUKU,0.200949,SUKU,20201031013102page4
16875, 10.66%, 23.55%,/currencies/gleec,,15881258,Gleec,1.24,GLEEC,20201031013102page4
16876, 1.08%, 2.65%,/currencies/unobtanium,,15778910,Unobtanium,77.75,UNO,20201031013102page4
16877, 2.57%, 23.20%,/currencies/bluzelle,,15763905,Bluzelle,0.063636,BLZ,20201031013102page4
16878, 6.29%, 34.38%,/currencies/phala-network,,15700950,Phala.Network,0.114605,PHA,20201031013102page4
16879, 1.03%, 21.01%,/currencies/ergo,,15337943,Ergo,0.666594,ERG,20201031013102page4
16880, 4.21%, 7.48%,/currencies/perpetual-protocol,,15640567,Perpetual Protocol,1.06,PERP,20201031013102page4
16881, 14.16%, 1.45%,/currencies/invictus-hyperion-fund,,15588062,Invictus Hyperion Fund,0.132087,IHF,20201031013102page4
16882, 6.98%, 6.79%,/currencies/molecular-future,,15500478,Molecular Future,0.181332,MOF,20201031013102page4
16883, 7.38%, 29.33%,/currencies/parsiq,,15482939,PARSIQ,0.139267,PRQ,20201031013102page4
16884, 1.00%, 2.26%,/currencies/apollo-currency,,15436576,Apollo Currency,0.001051,APL,20201031013102page4
16885, 1.33%, 0.27%,/currencies/davinci-coin,,15422232,Davinci Coin,0.003355,DAC,20201031013102page4
16886, 1.91%, 15.96%,/currencies/nebulas-token,,15380624,Nebulas,0.268795,NAS,20201031013102page4
16887, 5.00%, 10.51%,/currencies/nimiq,,15366976,Nimiq,0.002257,NIM,20201031013102page4
16888, 0.01%, 0.49%,/currencies/celo-dollar,,15295249,Celo Dollar,0.9951,CUSD,20201031013102page4
16889, 2.80%, 19.78%,/currencies/basic,,15291153,BASIC,0.005696,BASIC,20201031013102page4
16890, 4.07%, 12.26%,/currencies/12ships,,15136609,12Ships,0.003079,TSHP,20201031013102page4
16891, 0.92%, 34.97%,/currencies/amp,,15199812,Amp,0.003598,AMP,20201031013102page4
16892, 0.15%, 8.11%,/currencies/synchrobitcoin,,15176445,SynchroBitcoin,0.187875,SNB,20201031013102page4
16893, 1.25%, 7.55%,/currencies/sport-and-leisure,,14794281,Sport and Leisure,0.021879,SNL,20201031013102page4
16894, 0.01%, 4.24%,/currencies/b2bx,,14731388,B2BX,0.750461,B2B,20201031013102page4
16895, 2.49%, 10.70%,/currencies/truechain,,14540940,TrueChain,0.182731,TRUE,20201031013102page4
16896, 0.45%, 0.76%,/currencies/bdcc-bitica-coin,,15758957,BDCC Bitica COIN,4.35,BDCC,20201031013102page4
16897, 4.23%, 20.26%,/currencies/bitcoinhd,,14642135,BitcoinHD,2.41,BHD,20201031013102page4
16898, 0.12%, 12.49%,/currencies/stormx,,14509940,StormX,0.001927,STMX,20201031013102page4
16899, 2.81%, 6.67%,/currencies/level01,,14355285,Level01,0.089743,LVX,20201031013102page4
16900, 3.28%, 10.60%,/currencies/grin,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/3709.png""/>",14312393,Grin,0.254217,GRIN,20201031013118page5
16901, 12.96%, 10.26%,/currencies/repo,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/2829.png""/>",14277563,REPO,0.129845,REPO,20201031013118page5
16902, 4.72%, 9.82%,/currencies/envion,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/2526.png""/>",14154535,Envion,0.111081,EVN,20201031013118page5
16903, 2.22%, 26.13%,/currencies/dragonchain,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/2243.png""/>",14123458,Dragonchain,0.039173,DRGN,20201031013118page5
16904, 4.49%, 11.23%,/currencies/function-x,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/3884.png""/>",14097660,Function X,0.061404,FX,20201031013118page5
16905, 1.14%, 3.69%,/currencies/bit-z-token,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/2918.png""/>",14088889,Bit-Z Token,0.112669,BZ,20201031013118page5
16906, 3.66%, 3.09%,/currencies/pirate-chain,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/3951.png""/>",13934901,Pirate Chain,0.081327,ARRR,20201031013118page5
16907, 0.75%, 22.22%,/currencies/wixlar,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/3404.png""/>",13991504,Wixlar,0.005848,WIX,20201031013118page5
16908, 1.41%, 19.88%,/currencies/prometeus,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/4120.png""/>",13954310,Prometeus,2.28,PROM,20201031013118page5
16909, 5.52%, 11.57%,/currencies/lto-network,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/3714.png""/>",13872629,LTO Network,0.057033,LTO,20201031013118page5
16910, 6.81%, 24.29%,/currencies/sora,,13803562,Sora,39.44,XOR,20201031013118page5
16911, 1.44%, 5.35%,/currencies/ecoreal-estate,,13778021,Ecoreal Estate,0.065949,ECOREAL,20201031013118page5
16912, 19.22%, 4.21%,/currencies/agoras-tokens,,13788405,Agoras Tokens,0.46174,AGRS,20201031013118page5
16913, 0.81%, 10.35%,/currencies/bitkan,,13771927,BitKan,0.002139,KAN,20201031013118page5
16914, 11.07%, 10.09%,/currencies/rchain,,13790156,RChain,0.028558,REV,20201031013118page5
16915, 4.48%, 22.21%,/currencies/celer-network,,13723296,Celer Network,0.003454,CELR,20201031013118page5
16916, 0.93%, 5.71%,/currencies/zbg-token,,13708386,ZBG Token,0.051923,ZT,20201031013118page5
16917, 1.45%, 0.55%,/currencies/constellation,,13615667,Constellation,0.010747,DAG,20201031013118page5
16918, 12.95%, 49.90%,/currencies/sentivate,,13576089,Sentivate,0.004355,SNTVT,20201031013118page5
16919, 5.85%, 18.71%,/currencies/standard-tokenization-protocol,,13432457,Standard Tokenization Protocol,0.014659,STPT,20201031013118page5
16920, 9.05%, 21.25%,/currencies/vertcoin,,13182786,Vertcoin,0.230529,VTC,20201031013118page5
16921, 12.29%, 3.90%,/currencies/milk-alliance,,13327328,MiL.k,0.147915,MLK,20201031013118page5
16922, 5.41%, 14.52%,/currencies/stakenet,,13310060,Stakenet,0.1233,XSN,20201031013118page5
16923, 9.14%, 18.26%,/currencies/dusk-network,,13096945,Dusk Network,0.04783,DUSK,20201031013118page5
16924, 5.12%, 42.77%,/currencies/audius,,13027949,Audius,0.108566,AUDIO,20201031013118page5
16925, 10.63%, 16.62%,/currencies/levolution,,12945197,Levolution,0.23529,LEVL,20201031013118page5
16926, 0.35%, 1.29%,/currencies/qash,,12931286,QASH,0.036947,QASH,20201031013118page5
16927, 4.27%, 7.98%,/currencies/groestlcoin,,12893970,Groestlcoin,0.169197,GRS,20201031013118page5
16928, 0.53%, 3.69%,/currencies/folgory-coin,,12805495,Folgory Coin,0.730678,FLG,20201031013118page5
16929, 6427.95%, 30.30%,/currencies/peepcoin,,12799118,PeepCoin,0.00009,PCN,20201031013118page5
16930, 17.92%, 56.09%,/currencies/crypto-village-accelerator,,12771276,Crypto Village Accelerator,0.252499,CVA,20201031013118page5
16931, 0.34%, 18.52%,/currencies/project-pai,,12697585,Project Pai,0.008566,PAI,20201031013118page5
16932, 7.18%, 25.64%,/currencies/drep,,12707943,DREP,0.003187,DREP,20201031013118page5
16933, 1.32%, 11.10%,/currencies/contentos,,12601168,Contentos,0.005928,COS,20201031013118page5
16934, 1.72%, 0.02%,/currencies/latoken,,12551151,LATOKEN,0.03302,LA,20201031013118page5
16935, 29.57%, 20.41%,/currencies/content-value-network,,12538173,Content Value Network,0.013555,CVNT,20201031013118page5
16936, 6.18%, 34.54%,/currencies/nexxo,,12541388,Nexxo,0.058426,NEXXO,20201031013118page5
16937, 3.74%, 17.87%,/currencies/gas,,12532018,Gas,1.24,GAS,20201031013118page5
16938, 2.30%, 15.93%,/currencies/medibloc,,12309461,MediBloc,0.004597,MED,20201031013118page5
16939, 8.77%, 14.68%,/currencies/yfvalue,,12295511,YFValue,2.73,YFV,20201031013118page5
16940, 2.22%, 7.00%,/currencies/platincoin,,12215665,PLATINCOIN,2.44,PLC,20201031013118page5
16941, 0.61%, 18.52%,/currencies/lambda,,12210650,Lambda,0.014539,LAMB,20201031013118page5
16942, 0.43%, 0.21%,/currencies/bhp-coin,,12146651,BHPCoin,0.601988,BHP,20201031013118page5
16943, 1.87%, 14.30%,/currencies/metaverse,,12083825,Metaverse ETP,0.152551,ETP,20201031013118page5
16944, 3.31%, 2.23%,/currencies/nexus,,12011239,Nexus,0.185726,NXS,20201031013118page5
16945, 11.60%, 36.36%,/currencies/proton,,11985606,Proton,0.006429,XPR,20201031013118page5
16946, 1.40%, 7.38%,/currencies/king-dag,,11872474,King DAG,0.242288,KDAG,20201031013118page5
16947, 6.53%, 20.91%,/currencies/arpa-chain,,11855816,ARPA Chain,0.013713,ARPA,20201031013118page5
16948, 0.51%, 11.89%,/currencies/venus,,11866824,Venus,2.81,XVS,20201031013118page5
16949, 12.17%, 19.88%,/currencies/casinocoin,,11806272,CasinoCoin,0.000295,CSC,20201031013118page5
16950, 0.27%, 12.37%,/currencies/fusion,,11714276,Fusion,0.247586,FSN,20201031013118page5
16951, 3.57%, 13.73%,/currencies/yfdai-finance,,11678936,YFDAI.FINANCE,754.55,YF-DAI,20201031013118page5
16952, 2.18%, 11.05%,/currencies/amo-coin,,11704505,AMO Coin,0.000646,AMO,20201031013118page5
16953, 0.64%, 45.84%,/currencies/aurora,,11594117,Aurora,0.001772,AOA,20201031013118page5
16954, 3.43%, 12.20%,/currencies/bella-protocol,,11614151,Bella Protocol,0.800976,BEL,20201031013118page5
16955, 2.52%, 2.47%,/currencies/jewel,,11571875,Jewel,0.211512,JWL,20201031013118page5
16956, 0.44%, 0.22%,/currencies/yep-coin,,11545918,YEP COIN,2.84,YEP,20201031013118page5
16957, 9.33%, 4.49%,/currencies/zenon,,11344519,Zenon,2.42,ZNN,20201031013118page5
16958, 22.33%, 13.61%,/currencies/tixl,,11431048,Tixl,239.26,MTXLT,20201031013118page5
16959, 3.91%, 24.73%,/currencies/elamachain,,11338800,Elamachain,0.01553,ELAMA,20201031013118page5
16960, 2.16%, 11.45%,/currencies/moviebloc,,11363096,MovieBloc,0.001369,MBL,20201031013118page5
16961, 3.47%, 17.00%,/currencies/enigma,,11329303,Enigma,0.462407,ENG,20201031013118page5
16962, 0.09%, 0.09%,/currencies/usdj,,11304203,USDJ,0.992014,USDJ,20201031013118page5
16963, 6.51%, 1.71%,/currencies/populous,,11007115,Populous,0.206698,PPT,20201031013118page5
16964, 2.36%, 10.05%,/currencies/aergo,,11070088,Aergo,0.041929,AERGO,20201031013118page5
16965, 6.64%, 19.88%,/currencies/mvl,,10962971,MVL,0.001089,MVL,20201031013118page5
16966, 8.04%, 10.75%,/currencies/dinastycoin,,10969452,Dinastycoin,0.005529,DCY,20201031013118page5
16967, 0.43%, 6.80%,/currencies/digixdao,,10773260,DigixDAO,73.75,DGD,20201031013118page5
16968, 9.18%, 24.88%,/currencies/injective-protocol,,10497679,Injective Protocol,0.780016,INJ,20201031013118page5
16969, 4.80%, 20.56%,/currencies/zap,,10549518,Zap,0.044674,ZAP,20201031013118page5
16970, 1.55%, 0.13%,/currencies/cocos-bcx,,10517155,Cocos-BCX,0.000267,COCOS,20201031013118page5
16971, 13.40%, 111.20%,/currencies/yieldfarming-insure,,10469568,yieldfarming.insure,223.8,SAFE,20201031013118page5
16972, 1.43%, 4.86%,/currencies/moeda-loyalty-points,,10414106,Moeda Loyalty Points,0.53055,MDA,20201031013118page5
16973, 12.50%, 7.26%,/currencies/nkn,,10340783,NKN,0.017717,NKN,20201031013118page5
16974, 0.53%, 1.29%,/currencies/coinmetro-token,,10374973,CoinMetro Token,0.037096,XCM,20201031013118page5
16975, 7.27%, 26.35%,/currencies/tachyon-protocol,,10352514,Tachyon Protocol,0.038794,IPX,20201031013118page5
16976, 3.75%, 5.44%,/currencies/darwinia-network,,10337233,Darwinia Network,0.033371,RING,20201031013118page5
16977, 0.83%, 0.77%,/currencies/insights-network,,10326740,Insights Network,0.052486,INSTAR,20201031013118page5
16978, 9.43%, 3.98%,/currencies/morpheus-network,,10319922,Morpheus.Network,0.218743,MRPH,20201031013118page5
16979, 1.21%, 0.00%,/currencies/anchor,,10278651,Anchor,0.802134,ANCT,20201031013118page5
16980, 10.57%, 6.19%,/currencies/karatgold-coin,,10216908,Karatgold Coin,0.002161,KBC,20201031013118page5
16981, 4.55%, 2.34%,/currencies/metadium,,10179398,Metadium,0.008173,META,20201031013118page5
16982, 3.52%, 23.57%,/currencies/chromia,,10102273,Chromia,0.022776,CHR,20201031013118page5
16983, 4.55%, 0.96%,/currencies/dimension-chain,,10140263,Dimension Chain,0.041425,EON,20201031013118page5
16984, 4.40%, 5.64%,/currencies/linkeye,,9801701,LinkEye,0.011809,LET,20201031013118page5
16985, 2.33%, 10.66%,/currencies/einsteinium,,9767110,Einsteinium,0.044248,EMC2,20201031013118page5
16986, 1.03%, 12.00%,/currencies/trustverse,,9812175,TrustVerse,0.023322,TRV,20201031013118page5
16987, 4.11%, 6.37%,/currencies/quickx-protocol,,9715358,QuickX Protocol,0.019496,QCX,20201031013118page5
16988, 21.54%, 0.27%,/currencies/kadena,,9677593,Kadena,0.203753,KDA,20201031013118page5
16989, 3.49%, 3.24%,/currencies/biki,,9644994,BIKI,0.030629,BIKI,20201031013118page5
16990, 0.68%, 5.74%,/currencies/btse,,9640210,BTSE,2.21,BTSE,20201031013118page5
16991, 1.51%, 0.69%,/currencies/nxt,,9595337,Nxt,0.009605,NXT,20201031013118page5
16992, 0.10%, 8.49%,/currencies/rakon,,9589221,Rakon,0.077548,RKN,20201031013118page5
16993, 5.26%, 4.01%,/currencies/quark,,9555741,Quark,0.035788,QRK,20201031013118page5
16994, 1.00%, 5.00%,/currencies/pnetwork,,9488847,pNetwork,0.402652,PNT,20201031013118page5
16995, 0.13%, 9.36%,/currencies/iqeon,,9498531,IQeon,1.73,IQN,20201031013118page5
16996, 3.08%, 15.01%,/currencies/firstblood,,9449638,FirstBlood,0.110447,1ST,20201031013118page5
16997, 2.14%, 18.24%,/currencies/bounce-token,,9377975,Bounce Token,354.03,BOT,20201031013118page5
16998, 0.21%, 11.72%,/currencies/monolith,,9367676,Monolith,0.277051,TKN,20201031013118page5
16999, 3.09%, 12.29%,/currencies/vidy,,9227576,VIDY,0.001052,VIDY,20201031013118page5
17000, 0.61%, 4.01%,/currencies/bitcoin,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/1.png""/>",2.50249E+11,Bitcoin,13504.93,BTC,20201031013119page1
17001, 0.75%, 7.20%,/currencies/ethereum,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/1027.png""/>",43391372446,Ethereum,383.22,ETH,20201031013119page1
17002, 0.01%, 0.01%,/currencies/tether,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/825.png""/>",16542714076,Tether,1,USDT,20201031013119page1
17003, 0.84%, 6.77%,/currencies/xrp,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/52.png""/>",10804772212,XRP,0.238597,XRP,20201031013119page1
17004, 1.94%, 3.40%,/currencies/bitcoin-cash,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/1831.png""/>",4838943800,Bitcoin Cash,260.73,BCH,20201031013119page1
17005, 1.24%, 10.85%,/currencies/chainlink,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/1975.png""/>",4300612533,Chainlink,11.01,LINK,20201031013119page1
17006, 2.14%, 7.37%,/currencies/binance-coin,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/1839.png""/>",4105943726,Binance Coin,28.43,BNB,20201031013119page1
17007, 0.41%, 2.94%,/currencies/litecoin,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/2.png""/>",3558749298,Litecoin,54.1,LTC,20201031013119page1
